id2,geography,population,housing,income,employment,poverty
06037571703,"Census Tract 5717.03, Los Angeles County, California",3209,286500,24541,39.6,707
06037571704,"Census Tract 5717.04, Los Angeles County, California",4057,264000,47841,57.1,916
06037571800,"Census Tract 5718, Los Angeles County, California",3232,788600,95000,60.9,235
06037571900,"Census Tract 5719, Los Angeles County, California",5876,669300,71010,63.8,414
06037572001,"Census Tract 5720.01, Los Angeles County, California",5364,544700,76572,68.3,337
06037572002,"Census Tract 5720.02, Los Angeles County, California",4518,292300,60669,55.3,323
06037572100,"Census Tract 5721, Los Angeles County, California",1048,370900,90000,54.9,28
06037572201,"Census Tract 5722.01, Los Angeles County, California",6873,380500,69963,57.4,269
06037572202,"Census Tract 5722.02, Los Angeles County, California",3741,376600,80304,59.3,249
06037572301,"Census Tract 5723.01, Los Angeles County, California",3640,273700,45895,50.5,852
06037572302,"Census Tract 5723.02, Los Angeles County, California",3854,309700,62663,59.4,574
06037572400,"Census Tract 5724, Los Angeles County, California",1049,336800,66506,46.1,136
06037572500,"Census Tract 5725, Los Angeles County, California",3105,151400,20137,40.4,1376
06037572600,"Census Tract 5726, Los Angeles County, California",5280,283900,61351,58.9,629
06037572700,"Census Tract 5727, Los Angeles County, California",5648,323100,56389,55.3,584
06037572800,"Census Tract 5728, Los Angeles County, California",1072,0,17375,23.8,600
06037572900,"Census Tract 5729, Los Angeles County, California",5427,292700,41970,50.4,1295
06037573002,"Census Tract 5730.02, Los Angeles County, California",3998,247200,28405,53.7,1694
06037573003,"Census Tract 5730.03, Los Angeles County, California",1863,355500,28447,56,820
06037573004,"Census Tract 5730.04, Los Angeles County, California",5092,339000,28472,45.7,2106
06037573100,"Census Tract 5731, Los Angeles County, California",7451,351300,52721,66.1,1177
06037573201,"Census Tract 5732.01, Los Angeles County, California",5153,370000,35959,49,1629
06037573202,"Census Tract 5732.02, Los Angeles County, California",6351,321100,38792,49.8,2026
06037573300,"Census Tract 5733, Los Angeles County, California",4390,316200,31030,45,1794
06037573401,"Census Tract 5734.01, Los Angeles County, California",1435,461800,55326,59.7,177
06037573402,"Census Tract 5734.02, Los Angeles County, California",6395,317700,57833,61.2,1106
06037573403,"Census Tract 5734.03, Los Angeles County, California",3430,435300,101438,65.8,271
06037573601,"Census Tract 5736.01, Los Angeles County, California",6610,464200,95587,59.8,166
06037573700,"Census Tract 5737, Los Angeles County, California",4827,460800,110323,66.1,140
06037573800,"Census Tract 5738, Los Angeles County, California",4529,467200,97786,59.5,281
06037573902,"Census Tract 5739.02, Los Angeles County, California",2363,591600,109234,59.4,27
06037574000,"Census Tract 5740, Los Angeles County, California",5465,556200,104205,63.6,157
06037574100,"Census Tract 5741, Los Angeles County, California",5354,483000,88042,63.6,332
06037574201,"Census Tract 5742.01, Los Angeles County, California",3106,482500,91076,61.2,93
06037574202,"Census Tract 5742.02, Los Angeles County, California",2175,461900,59500,54.5,172
06037574300,"Census Tract 5743, Los Angeles County, California",5765,526200,82816,61.8,349
06037574400,"Census Tract 5744, Los Angeles County, California",5412,503900,103292,64.9,132
06037574500,"Census Tract 5745, Los Angeles County, California",6054,542100,91452,57.4,480
06037574601,"Census Tract 5746.01, Los Angeles County, California",2235,0,0,29.3,0
06037574602,"Census Tract 5746.02, Los Angeles County, California",1287,535100,112250,54.8,4
06037574700,"Census Tract 5747, Los Angeles County, California",176,0,0,0,11
06037574800,"Census Tract 5748, Los Angeles County, California",2975,797200,73088,63.5,236
06037574901,"Census Tract 5749.01, Los Angeles County, California",4058,525000,108667,64.5,348
06037574902,"Census Tract 5749.02, Los Angeles County, California",4876,409200,54762,56.5,1253
06037575001,"Census Tract 5750.01, Los Angeles County, California",3961,385800,70046,65.5,630
06037575002,"Census Tract 5750.02, Los Angeles County, California",4863,424300,65912,62.4,509
06037575101,"Census Tract 5751.01, Los Angeles County, California",4639,267500,33013,53.9,1495
06037575102,"Census Tract 5751.02, Los Angeles County, California",4432,239600,29516,47,1797
06037575103,"Census Tract 5751.03, Los Angeles County, California",5103,252900,34815,59.2,1480
06037575201,"Census Tract 5752.01, Los Angeles County, California",5112,241200,31732,50.6,1604
06037575202,"Census Tract 5752.02, Los Angeles County, California",4909,328200,36719,61.3,1692
06037575300,"Census Tract 5753, Los Angeles County, California",5220,312500,33276,57.7,1585
06037575401,"Census Tract 5754.01, Los Angeles County, California",5360,150800,37067,51.9,1842
06037575402,"Census Tract 5754.02, Los Angeles County, California",3849,311800,29967,50.7,1424
06037575500,"Census Tract 5755, Los Angeles County, California",40,0,0,69.4,0
06037575801,"Census Tract 5758.01, Los Angeles County, California",2443,350000,29808,46.6,929
06037575802,"Census Tract 5758.02, Los Angeles County, California",4945,244700,29776,54.9,1735
06037575803,"Census Tract 5758.03, Los Angeles County, California",2735,215400,22713,58.5,879
06037575901,"Census Tract 5759.01, Los Angeles County, California",3137,209500,36595,60.4,1188
06037575902,"Census Tract 5759.02, Los Angeles County, California",4888,153200,31782,60.3,1727
06037576001,"Census Tract 5760.01, Los Angeles County, California",5531,334400,70875,71.4,788
06037576200,"Census Tract 5762, Los Angeles County, California",5902,234200,27596,62.8,1998
06037576301,"Census Tract 5763.01, Los Angeles County, California",4444,295500,35867,63.8,1310
06037576302,"Census Tract 5763.02, Los Angeles County, California",4308,338300,36901,57,1710
06037576401,"Census Tract 5764.01, Los Angeles County, California",5066,178700,28030,53.1,2067
06037576402,"Census Tract 5764.02, Los Angeles County, California",4424,287500,30398,50,1828
06037576403,"Census Tract 5764.03, Los Angeles County, California",5342,344700,28495,47.7,2249
06037576501,"Census Tract 5765.01, Los Angeles County, California",3030,229600,32578,60.5,662
06037576502,"Census Tract 5765.02, Los Angeles County, California",5018,228300,40475,64.6,1102
06037576503,"Census Tract 5765.03, Los Angeles County, California",4219,285000,35239,57.5,1536
06037576601,"Census Tract 5766.01, Los Angeles County, California",4513,368800,46792,72.2,788
06037576602,"Census Tract 5766.02, Los Angeles County, California",3891,376400,56207,69.4,444
06037576700,"Census Tract 5767, Los Angeles County, California",4424,504000,77163,69.1,238
06037576801,"Census Tract 5768.01, Los Angeles County, California",3725,359600,33663,58.4,902
06037576802,"Census Tract 5768.02, Los Angeles County, California",3880,438100,52328,69.4,481
06037576901,"Census Tract 5769.01, Los Angeles County, California",6224,407300,31088,53.4,2145
06037576903,"Census Tract 5769.03, Los Angeles County, California",4227,230000,37306,63.2,868
06037576904,"Census Tract 5769.04, Los Angeles County, California",2762,500000,38682,62.1,670
06037577000,"Census Tract 5770, Los Angeles County, California",6657,335400,50957,68.5,1150
06037577100,"Census Tract 5771, Los Angeles County, California",6961,641600,60600,75.8,670
06037577200,"Census Tract 5772, Los Angeles County, California",5225,636100,65951,74.7,482
06037577300,"Census Tract 5773, Los Angeles County, California",5023,691100,53955,70.4,592
06037577400,"Census Tract 5774, Los Angeles County, California",2760,756100,68571,71.9,169
06037577501,"Census Tract 5775.01, Los Angeles County, California",3630,998400,90648,54.3,385
06037577504,"Census Tract 5775.04, Los Angeles County, California",1173,"1000000",83500,60.3,55
06037577602,"Census Tract 5776.02, Los Angeles County, California",3259,565900,71429,55.8,304
06037577603,"Census Tract 5776.03, Los Angeles County, California",8188,839100,96318,59.5,871
06037577604,"Census Tract 5776.04, Los Angeles County, California",1290,394800,92568,67.9,72
06037599000,"Census Tract 5990, Los Angeles County, California",3563,697100,65625,70.6,445
06037599100,"Census Tract 5991, Los Angeles County, California",488,0,115313,72.7,63
06037600100,"Census Tract 6001, Los Angeles County, California",6890,249800,23750,44,3115
06037600201,"Census Tract 6002.01, Los Angeles County, California",4652,312300,35769,55.6,1376
06037600202,"Census Tract 6002.02, Los Angeles County, California",6694,281400,27018,44.3,2437
06037600302,"Census Tract 6003.02, Los Angeles County, California",3065,294000,46553,53.1,690
06037600303,"Census Tract 6003.03, Los Angeles County, California",3539,295100,21417,41.4,1693
06037600304,"Census Tract 6003.04, Los Angeles County, California",2681,322400,25668,56.5,953
06037600400,"Census Tract 6004, Los Angeles County, California",3953,291900,44102,51.3,529
06037600501,"Census Tract 6005.01, Los Angeles County, California",2780,353700,66591,49.3,369
06037600502,"Census Tract 6005.02, Los Angeles County, California",2231,342500,65972,49,125
06037600601,"Census Tract 6006.01, Los Angeles County, California",2470,360500,59028,53.1,190
06037600602,"Census Tract 6006.02, Los Angeles County, California",2483,305600,26488,51.1,1111
06037600702,"Census Tract 6007.02, Los Angeles County, California",4161,413400,79740,56.5,520
06037600703,"Census Tract 6007.03, Los Angeles County, California",1769,316900,72672,53.6,55
06037600704,"Census Tract 6007.04, Los Angeles County, California",3234,377000,63703,53.4,454
06037600801,"Census Tract 6008.01, Los Angeles County, California",3010,306700,59426,49.4,386
06037600802,"Census Tract 6008.02, Los Angeles County, California",2640,386100,50000,51.9,294
06037600902,"Census Tract 6009.02, Los Angeles County, California",7186,292600,32950,61.9,1605
06037600911,"Census Tract 6009.11, Los Angeles County, California",3415,384900,50931,60.6,768
06037600912,"Census Tract 6009.12, Los Angeles County, California",5425,297500,44511,59.1,965
06037601001,"Census Tract 6010.01, Los Angeles County, California",1927,422200,26750,47.2,290
06037601002,"Census Tract 6010.02, Los Angeles County, California",5600,215500,42244,55.9,1099
06037601100,"Census Tract 6011, Los Angeles County, California",6482,162900,27589,55,1933
06037601202,"Census Tract 6012.02, Los Angeles County, California",3965,290900,45169,59.4,885
06037601211,"Census Tract 6012.11, Los Angeles County, California",3038,211300,36615,49.9,847
06037601212,"Census Tract 6012.12, Los Angeles County, California",6786,291500,35850,55.9,2120
06037601301,"Census Tract 6013.01, Los Angeles County, California",1868,438500,63281,64.2,138
06037601302,"Census Tract 6013.02, Los Angeles County, California",7134,222700,46940,65.8,1270
06037601303,"Census Tract 6013.03, Los Angeles County, California",5130,222000,37603,55.5,980
06037601401,"Census Tract 6014.01, Los Angeles County, California",4801,261000,42414,57.4,881
06037601402,"Census Tract 6014.02, Los Angeles County, California",4682,306700,54022,60.3,669
06037601501,"Census Tract 6015.01, Los Angeles County, California",4181,273300,33958,54.2,1462
06037601502,"Census Tract 6015.02, Los Angeles County, California",4084,330200,32250,53.1,1319
06037601600,"Census Tract 6016, Los Angeles County, California",4630,244200,39122,53.1,1691
06037601700,"Census Tract 6017, Los Angeles County, California",5534,304300,31541,57.1,2390
06037601801,"Census Tract 6018.01, Los Angeles County, California",3954,293600,31310,53.4,1550
06037601802,"Census Tract 6018.02, Los Angeles County, California",4269,310900,46033,62.5,1096
06037601900,"Census Tract 6019, Los Angeles County, California",5269,310000,32939,56.8,2050
06037602002,"Census Tract 6020.02, Los Angeles County, California",2965,339200,46422,62.9,746
06037602003,"Census Tract 6020.03, Los Angeles County, California",5146,292500,36250,55.5,1550
06037602004,"Census Tract 6020.04, Los Angeles County, California",4176,304100,41940,57.9,943
06037602103,"Census Tract 6021.03, Los Angeles County, California",6769,333100,33828,58.9,1340
06037602104,"Census Tract 6021.04, Los Angeles County, California",5900,320700,42650,58.5,1455
06037602105,"Census Tract 6021.05, Los Angeles County, California",4295,341900,41161,64.2,961
06037602106,"Census Tract 6021.06, Los Angeles County, California",5591,376000,50071,64.6,473
06037602200,"Census Tract 6022, Los Angeles County, California",7599,461600,57023,59.5,946
06037602301,"Census Tract 6023.01, Los Angeles County, California",5905,432900,81205,64.6,462
06037602302,"Census Tract 6023.02, Los Angeles County, California",3577,615600,115238,63.1,115
06037602402,"Census Tract 6024.02, Los Angeles County, California",6725,427000,54512,56.5,831
06037602403,"Census Tract 6024.03, Los Angeles County, California",5466,457300,45745,63.4,859
06037602404,"Census Tract 6024.04, Los Angeles County, California",6159,409800,45991,61.3,1006
06037602504,"Census Tract 6025.04, Los Angeles County, California",4190,385300,39769,65.9,880
06037602505,"Census Tract 6025.05, Los Angeles County, California",4258,280800,35033,61.6,1474
06037602506,"Census Tract 6025.06, Los Angeles County, California",4286,313600,45064,64.2,921
06037602507,"Census Tract 6025.07, Los Angeles County, California",4147,254100,39063,58,1417
06037602508,"Census Tract 6025.08, Los Angeles County, California",6928,343800,40052,65.5,1410
06037602509,"Census Tract 6025.09, Los Angeles County, California",3930,351700,39028,58.9,1165
06037602600,"Census Tract 6026, Los Angeles County, California",8708,363300,50594,49.3,1089
06037602700,"Census Tract 6027, Los Angeles County, California",3420,344100,69880,53.8,473
06037602801,"Census Tract 6028.01, Los Angeles County, California",3914,240500,30330,53.8,1508
06037602802,"Census Tract 6028.02, Los Angeles County, California",4005,333500,41607,53.3,866
06037602900,"Census Tract 6029, Los Angeles County, California",4071,284100,38108,57.2,909
06037603001,"Census Tract 6030.01, Los Angeles County, California",6990,336500,40500,60.5,1474
06037603004,"Census Tract 6030.04, Los Angeles County, California",1599,275000,46778,63,244
06037603005,"Census Tract 6030.05, Los Angeles County, California",5295,236100,35600,65.5,1399
06037603006,"Census Tract 6030.06, Los Angeles County, California",1977,390900,48750,60.7,189
06037603101,"Census Tract 6031.01, Los Angeles County, California",4494,342200,59044,56.3,1095
06037603102,"Census Tract 6031.02, Los Angeles County, California",3908,345700,40256,53,698
06037603200,"Census Tract 6032, Los Angeles County, California",3252,345600,53875,53,181
06037603301,"Census Tract 6033.01, Los Angeles County, California",3539,345200,49387,56.9,309
06037603302,"Census Tract 6033.02, Los Angeles County, California",4075,336900,46776,56,465
06037603400,"Census Tract 6034, Los Angeles County, California",3894,349500,46516,57.2,559
06037603500,"Census Tract 6035, Los Angeles County, California",3247,347000,64912,57.9,143
06037603600,"Census Tract 6036, Los Angeles County, California",4177,344900,85368,60.7,276
06037603702,"Census Tract 6037.02, Los Angeles County, California",5047,422700,76429,56.8,586
06037603703,"Census Tract 6037.03, Los Angeles County, California",2666,385800,83258,61.5,197
06037603704,"Census Tract 6037.04, Los Angeles County, California",6600,314400,40556,61.8,1722
06037603801,"Census Tract 6038.01, Los Angeles County, California",4572,330300,48821,66.6,704
06037603802,"Census Tract 6038.02, Los Angeles County, California",4221,411300,45769,61.6,975
06037603900,"Census Tract 6039, Los Angeles County, California",7541,305100,55625,59.6,738
06037604001,"Census Tract 6040.01, Los Angeles County, California",4565,418800,36922,52.1,1354
06037604002,"Census Tract 6040.02, Los Angeles County, California",4693,387900,58478,66,592
06037604100,"Census Tract 6041, Los Angeles County, California",7358,392300,49031,59,1116
06037609900,"Census Tract 6099, Los Angeles County, California",2080,406300,60104,56.4,35
06037620001,"Census Tract 6200.01, Los Angeles County, California",3857,838300,94612,62.6,186
06037620002,"Census Tract 6200.02, Los Angeles County, California",3619,711700,69705,69,276
06037620101,"Census Tract 6201.01, Los Angeles County, California",5462,661000,90357,65.4,259
06037620102,"Census Tract 6201.02, Los Angeles County, California",3822,827800,80655,72.4,87
06037620201,"Census Tract 6202.01, Los Angeles County, California",1405,"1000000",124583,75.9,174
06037620301,"Census Tract 6203.01, Los Angeles County, California",5097,"1000000",164714,61,92
06037620303,"Census Tract 6203.03, Los Angeles County, California",4573,"1000000",151184,65.9,110
06037620305,"Census Tract 6203.05, Los Angeles County, California",5722,"1000000",129622,74,233
06037620400,"Census Tract 6204, Los Angeles County, California",5363,957800,129100,62.6,232
06037620501,"Census Tract 6205.01, Los Angeles County, California",5984,718000,127574,69.2,245
06037620521,"Census Tract 6205.21, Los Angeles County, California",3964,603700,80313,69.2,353
06037620522,"Census Tract 6205.22, Los Angeles County, California",4443,718800,97330,67.9,374
06037620601,"Census Tract 6206.01, Los Angeles County, California",6091,620200,86159,71.2,635
06037620602,"Census Tract 6206.02, Los Angeles County, California",5455,645700,101734,71.4,215
06037620701,"Census Tract 6207.01, Los Angeles County, California",6765,700400,112829,69.7,188
06037620702,"Census Tract 6207.02, Los Angeles County, California",6516,704300,107909,66.2,270
06037620800,"Census Tract 6208, Los Angeles County, California",8154,"1000000",146226,62.9,222
06037620901,"Census Tract 6209.01, Los Angeles County, California",2699,"1000000",184800,56.3,19
06037620904,"Census Tract 6209.04, Los Angeles County, California",2311,"1000000",116058,59.2,116
06037621001,"Census Tract 6210.01, Los Angeles County, California",4564,883600,108250,68,125
06037621002,"Census Tract 6210.02, Los Angeles County, California",1057,"1000000",106962,71.5,12
06037621004,"Census Tract 6210.04, Los Angeles County, California",4669,"1000000",91082,67.8,212
06037621102,"Census Tract 6211.02, Los Angeles County, California",3197,822900,109066,73.7,129
06037621104,"Census Tract 6211.04, Los Angeles County, California",6118,"1000000",94457,78.8,185
06037621201,"Census Tract 6212.01, Los Angeles County, California",6465,831100,121316,68.2,247
06037621204,"Census Tract 6212.04, Los Angeles County, California",2697,631200,60665,62.6,106
06037621301,"Census Tract 6213.01, Los Angeles County, California",6987,786900,84018,62.7,425
06037621324,"Census Tract 6213.24, Los Angeles County, California",3959,731200,107244,73.4,184
06037621326,"Census Tract 6213.26, Los Angeles County, California",3252,962700,81612,77,117
06037621400,"Census Tract 6214, Los Angeles County, California",4516,871900,107206,65.5,275
06037650001,"Census Tract 6500.01, Los Angeles County, California",5756,495100,70552,58.4,235
06037650003,"Census Tract 6500.03, Los Angeles County, California",2760,583200,47768,66,379
06037650004,"Census Tract 6500.04, Los Angeles County, California",4064,470400,68825,65.1,474
06037650101,"Census Tract 6501.01, Los Angeles County, California",5634,542900,79286,52.3,180
06037650102,"Census Tract 6501.02, Los Angeles County, California",2292,472700,79750,66.3,109
06037650200,"Census Tract 6502, Los Angeles County, California",5981,522600,91287,64.8,414
06037650300,"Census Tract 6503, Los Angeles County, California",6506,546700,59916,59.6,461
06037650401,"Census Tract 6504.01, Los Angeles County, California",4624,620300,103792,63.5,127
06037650501,"Census Tract 6505.01, Los Angeles County, California",3225,637300,100120,66.5,268
06037650502,"Census Tract 6505.02, Los Angeles County, California",4543,681000,104784,60,276
06037650602,"Census Tract 6506.02, Los Angeles County, California",8213,612800,56472,55.6,940
06037650603,"Census Tract 6506.03, Los Angeles County, California",4157,783200,66343,50.9,654
06037650604,"Census Tract 6506.04, Los Angeles County, California",5632,581200,54094,67.3,730
06037650605,"Census Tract 6506.05, Los Angeles County, California",3055,682500,64643,60.1,176
06037650701,"Census Tract 6507.01, Los Angeles County, California",2333,642800,97250,53,78
06037650702,"Census Tract 6507.02, Los Angeles County, California",4791,634100,106346,55.6,115
06037650800,"Census Tract 6508, Los Angeles County, California",6845,511900,79675,58.7,479
06037650901,"Census Tract 6509.01, Los Angeles County, California",5801,511800,54609,63.8,791
06037650902,"Census Tract 6509.02, Los Angeles County, California",6891,480900,76117,67.8,515
06037651001,"Census Tract 6510.01, Los Angeles County, California",5810,583000,68388,59.2,520
06037651002,"Census Tract 6510.02, Los Angeles County, California",4629,634500,82298,56.3,174
06037651101,"Census Tract 6511.01, Los Angeles County, California",5295,734700,88594,52.8,159
06037651102,"Census Tract 6511.02, Los Angeles County, California",3849,531300,54647,55.3,348
06037651201,"Census Tract 6512.01, Los Angeles County, California",4871,704000,107708,63.9,53
06037651221,"Census Tract 6512.21, Los Angeles County, California",3075,672500,60643,58.3,350
06037651222,"Census Tract 6512.22, Los Angeles County, California",6392,702000,91685,69.1,349
06037651302,"Census Tract 6513.02, Los Angeles County, California",6089,896600,92371,57.9,374
06037651304,"Census Tract 6513.04, Los Angeles County, California",4615,821600,98509,63.6,162
06037651401,"Census Tract 6514.01, Los Angeles County, California",2127,573100,53533,56.2,295
06037651402,"Census Tract 6514.02, Los Angeles County, California",6332,670700,88108,53.2,526
06037670001,"Census Tract 6700.01, Los Angeles County, California",3587,468300,66786,64.5,312
06037670002,"Census Tract 6700.02, Los Angeles County, California",4091,460300,60192,66.2,413
06037670003,"Census Tract 6700.03, Los Angeles County, California",5436,368500,52689,61.6,888
06037670100,"Census Tract 6701, Los Angeles County, California",6718,505100,64527,66.5,775
06037670201,"Census Tract 6702.01, Los Angeles County, California",3678,"1000000",129968,54.3,63
06037670202,"Census Tract 6702.02, Los Angeles County, California",2869,983200,155282,57.6,103
06037670324,"Census Tract 6703.24, Los Angeles County, California",5033,"1000000",138639,52.8,123
06037670326,"Census Tract 6703.26, Los Angeles County, California",3737,"1000000",174125,47.8,76
06037670328,"Census Tract 6703.28, Los Angeles County, California",4730,"1000000",209722,53.9,228
06037670403,"Census Tract 6704.03, Los Angeles County, California",2567,955100,118203,51.1,132
06037670405,"Census Tract 6704.05, Los Angeles County, California",2984,924700,104333,41.7,154
06037670406,"Census Tract 6704.06, Los Angeles County, California",1786,"1000000",126042,51.3,35
06037670407,"Census Tract 6704.07, Los Angeles County, California",6202,789600,100594,61.6,413
06037670411,"Census Tract 6704.11, Los Angeles County, California",4258,890200,115750,49,62
06037670413,"Census Tract 6704.13, Los Angeles County, California",4919,923200,121181,53.1,389
06037670416,"Census Tract 6704.16, Los Angeles County, California",4214,"1000000",109125,54.5,180
06037670500,"Census Tract 6705, Los Angeles County, California",1649,"1000000",207031,50.8,24
06037670602,"Census Tract 6706.02, Los Angeles County, California",7270,"1000000",135393,48.5,290
06037670701,"Census Tract 6707.01, Los Angeles County, California",6901,655600,105556,56.9,264
06037670702,"Census Tract 6707.02, Los Angeles County, California",5159,"1000000",155968,48.8,228
06037700101,"Census Tract 7001.01, Los Angeles County, California",5468,877200,31168,56.4,1394
06037700102,"Census Tract 7001.02, Los Angeles County, California",3763,294300,24806,53.8,934
06037700200,"Census Tract 7002, Los Angeles County, California",6519,541300,51479,72.9,904
06037700300,"Census Tract 7003, Los Angeles County, California",5456,529800,75333,77.1,605
06037700400,"Census Tract 7004, Los Angeles County, California",5255,822300,59119,72.4,654
06037700501,"Census Tract 7005.01, Los Angeles County, California",3835,657100,60658,71.8,457
06037700502,"Census Tract 7005.02, Los Angeles County, California",4413,583700,67724,71.4,542
06037700600,"Census Tract 7006, Los Angeles County, California",4829,"1000000",207083,54.9,160
06037700700,"Census Tract 7007, Los Angeles County, California",3611,"1000000",172031,50.6,285
06037700801,"Census Tract 7008.01, Los Angeles County, California",5671,"1000000",61875,48.3,708
06037700802,"Census Tract 7008.02, Los Angeles County, California",3352,"1000000",66964,61.3,316
06037700901,"Census Tract 7009.01, Los Angeles County, California",4055,"1000000",80776,60,588
06037700902,"Census Tract 7009.02, Los Angeles County, California",6905,"1000000",67816,64.3,659
06037701000,"Census Tract 7010, Los Angeles County, California",5918,"1000000",103958,61.4,297
06037701100,"Census Tract 7011, Los Angeles County, California",844,0,65833,11.3,426
06037701201,"Census Tract 7012.01, Los Angeles County, California",4081,"1000000",154635,50.5,181
06037701202,"Census Tract 7012.02, Los Angeles County, California",3366,842000,79840,71.5,243
06037701302,"Census Tract 7013.02, Los Angeles County, California",4695,703300,68692,77.5,366
06037701304,"Census Tract 7013.04, Los Angeles County, California",6481,"1000000",116763,63.8,512
06037701402,"Census Tract 7014.02, Los Angeles County, California",6577,714400,63254,60.4,805
06037701501,"Census Tract 7015.01, Los Angeles County, California",5021,809700,82246,69.5,449
06037701502,"Census Tract 7015.02, Los Angeles County, California",3990,588200,71144,61.2,403
06037701601,"Census Tract 7016.01, Los Angeles County, California",4493,"1000000",92381,61.9,126
06037701602,"Census Tract 7016.02, Los Angeles County, California",4165,677400,90977,69.6,537
06037701701,"Census Tract 7017.01, Los Angeles County, California",3074,575400,57014,60.8,323
06037701702,"Census Tract 7017.02, Los Angeles County, California",3200,630300,51989,71.3,593
06037701801,"Census Tract 7018.01, Los Angeles County, California",5725,553000,47472,58.1,1004
06037701802,"Census Tract 7018.02, Los Angeles County, California",4331,758300,55375,52.3,802
06037701902,"Census Tract 7019.02, Los Angeles County, California",3682,663500,58750,55,595
06037702002,"Census Tract 7020.02, Los Angeles County, California",5573,890300,67197,65.8,647
06037702102,"Census Tract 7021.02, Los Angeles County, California",6654,"1000000",88885,66.9,659
06037702201,"Census Tract 7022.01, Los Angeles County, California",5023,978700,65337,70.5,635
06037702202,"Census Tract 7022.02, Los Angeles County, California",3823,"1000000",72434,65.8,364
06037702300,"Census Tract 7023, Los Angeles County, California",6798,966300,78750,57.3,782
06037702400,"Census Tract 7024, Los Angeles County, California",3875,691200,84482,72.1,214
06037702501,"Census Tract 7025.01, Los Angeles County, California",5106,756800,80698,64.1,366
06037702502,"Census Tract 7025.02, Los Angeles County, California",4453,437000,95342,60.8,199
06037702600,"Census Tract 7026, Los Angeles County, California",6130,689500,102816,61.7,189
06037702700,"Census Tract 7027, Los Angeles County, California",3501,761100,128370,65.9,98
06037702801,"Census Tract 7028.01, Los Angeles County, California",5324,665500,62326,59.8,604
06037702802,"Census Tract 7028.02, Los Angeles County, California",2223,645400,71964,65.1,176
06037702803,"Census Tract 7028.03, Los Angeles County, California",3125,668700,60417,64.5,383
06037702901,"Census Tract 7029.01, Los Angeles County, California",8866,422000,95248,69.8,875
06037703001,"Census Tract 7030.01, Los Angeles County, California",5534,342700,70295,68.2,524
06037703002,"Census Tract 7030.02, Los Angeles County, California",7398,733700,100950,54.5,336
06037703100,"Census Tract 7031, Los Angeles County, California",5243,533800,58409,54.1,511
06037703200,"Census Tract 7032, Los Angeles County, California",5691,487500,90156,54.7,388
06037800101,"Census Tract 8001.01, Los Angeles County, California",5368,835200,140485,56.8,98
06037800102,"Census Tract 8001.02, Los Angeles County, California",7551,905800,121280,62.6,446
06037800202,"Census Tract 8002.02, Los Angeles County, California",6357,"1000000",135321,55.7,378
06037800203,"Census Tract 8002.03, Los Angeles County, California",5252,"1000000",140048,57.8,325
06037800204,"Census Tract 8002.04, Los Angeles County, California",4695,"1000000",152500,50.4,185
06037800324,"Census Tract 8003.24, Los Angeles County, California",6826,612000,116417,63.1,310
06037800325,"Census Tract 8003.25, Los Angeles County, California",3446,747500,91726,52.1,184
06037800326,"Census Tract 8003.26, Los Angeles County, California",5098,936000,106938,61,217
06037800327,"Census Tract 8003.27, Los Angeles County, California",5183,576200,69205,61.8,982
06037800328,"Census Tract 8003.28, Los Angeles County, California",2691,632600,86702,65.5,242
06037800329,"Census Tract 8003.29, Los Angeles County, California",6724,648300,103922,70.7,449
06037800330,"Census Tract 8003.30, Los Angeles County, California",922,790900,115765,56.8,151
06037800331,"Census Tract 8003.31, Los Angeles County, California",810,612600,125861,56.6,45
06037800332,"Census Tract 8003.32, Los Angeles County, California",6734,825100,147887,60.2,133
06037800406,"Census Tract 8004.06, Los Angeles County, California",2578,"1000000",139404,47,149
06037800408,"Census Tract 8004.08, Los Angeles County, California",6995,"1000000",130547,52.9,795
06037800410,"Census Tract 8004.10, Los Angeles County, California",3923,906300,139706,48,62
06037800504,"Census Tract 8005.04, Los Angeles County, California",2307,"1000000",111250,51.5,255
06037800506,"Census Tract 8005.06, Los Angeles County, California",3216,"1000000",129500,55.2,310
06037900102,"Census Tract 9001.02, Los Angeles County, California",860,153900,33750,19.5,281
06037900103,"Census Tract 9001.03, Los Angeles County, California",6322,92600,43627,44.4,1792
06037900104,"Census Tract 9001.04, Los Angeles County, California",5893,75500,42837,46.3,1455
06037900201,"Census Tract 9002.01, Los Angeles County, California",1259,161400,32875,47.4,291
06037900300,"Census Tract 9003, Los Angeles County, California",4226,129100,43623,44.5,513
06037900501,"Census Tract 9005.01, Los Angeles County, California",6704,114100,45461,46.4,1687
06037900504,"Census Tract 9005.04, Los Angeles County, California",5820,172000,63109,53.1,579
06037900505,"Census Tract 9005.05, Los Angeles County, California",3859,138000,42315,46.1,969
06037900506,"Census Tract 9005.06, Los Angeles County, California",4670,135600,48646,51.6,1083
06037900507,"Census Tract 9005.07, Los Angeles County, California",8061,115600,44709,48.6,1814
06037900508,"Census Tract 9005.08, Los Angeles County, California",3761,171000,63714,53.5,697
06037900602,"Census Tract 9006.02, Los Angeles County, California",5396,33900,28495,43.9,1981
06037900605,"Census Tract 9006.05, Los Angeles County, California",7262,68700,42555,49.7,1347
06037900606,"Census Tract 9006.06, Los Angeles County, California",4010,103900,32823,42.6,1549
06037900607,"Census Tract 9006.07, Los Angeles County, California",4077,93200,35114,40.4,1559
